timestamp,motor,reconstruction_error,status
2025-11-08 20:37:55,M4,0.000006,0.000024,NORMAL
2025-11-08 20:37:55,M5,0.000000,0.000003,NORMAL
2025-11-08 20:37:57,M1,0.000016,0.000103,NORMAL
2025-11-08 20:37:57,M2,0.000000,0.000004,NORMAL
2025-11-08 20:37:57,M4,0.000006,0.000024,NORMAL
2025-11-08 20:37:57,M5,0.000000,0.000003,NORMAL
2025-11-08 20:37:59,M1,0.000016,0.000103,NORMAL
2025-11-08 20:37:59,M2,0.000000,0.000004,NORMAL
2025-11-08 20:37:59,M4,0.000006,0.000024,NORMAL
2025-11-08 20:37:59,M5,0.000000,0.000003,NORMAL
2025-11-08 20:38:02,M1,0.000016,0.000103,NORMAL
2025-11-08 20:38:02,M2,0.000000,0.000004,NORMAL
2025-11-08 20:38:02,M4,0.000006,0.000024,NORMAL
2025-11-08 20:38:02,M5,0.000000,0.000003,NORMAL
2025-11-08 20:38:04,M1,0.000016,0.000103,NORMAL
2025-11-08 20:38:04,M2,0.000000,0.000004,NORMAL
2025-11-08 20:38:04,M4,0.000006,0.000024,NORMAL
2025-11-08 20:38:04,M5,0.000000,0.000003,NORMAL
2025-11-08 20:38:06,M1,0.000016,0.000103,NORMAL
2025-11-08 20:38:07,M2,0.000000,0.000004,NORMAL
2025-11-08 20:38:07,M4,0.000006,0.000024,NORMAL
2025-11-08 20:38:07,M5,0.000000,0.000003,NORMAL
2025-11-08 20:38:09,M1,0.000016,0.000103,NORMAL
2025-11-08 20:38:09,M2,0.000000,0.000004,NORMAL
2025-11-08 20:38:09,M4,0.000006,0.000024,NORMAL
2025-11-08 20:38:09,M5,0.000000,0.000003,NORMAL
2025-11-08 20:38:11,M1,0.000016,0.000103,NORMAL
2025-11-08 20:38:11,M2,0.000000,0.000004,NORMAL
2025-11-08 20:38:11,M4,0.000006,0.000024,NORMAL
2025-11-08 20:38:11,M5,0.000000,0.000003,NORMAL
2025-11-08 20:38:13,M1,0.000016,0.000103,NORMAL
2025-11-08 20:38:14,M2,0.000000,0.000004,NORMAL
2025-11-08 20:38:14,M4,0.000006,0.000024,NORMAL
2025-11-08 20:38:14,M5,0.000000,0.000003,NORMAL
2025-11-08 20:38:16,M1,0.000016,0.000103,NORMAL
2025-11-08 20:38:16,M2,0.000000,0.000004,NORMAL
2025-11-08 20:38:16,M4,0.000006,0.000024,NORMAL
2025-11-08 20:38:16,M5,0.000000,0.000003,NORMAL
2025-11-08 20:38:18,M1,0.000016,0.000103,NORMAL
2025-11-08 20:38:18,M2,0.000000,0.000004,NORMAL
2025-11-08 20:38:18,M4,0.000006,0.000024,NORMAL
2025-11-08 20:38:18,M5,0.000000,0.000003,NORMAL
2025-11-08 20:38:21,M1,0.000016,0.000103,NORMAL
2025-11-08 20:38:21,M2,0.000000,0.000004,NORMAL
2025-11-08 20:38:21,M4,0.000006,0.000024,NORMAL
2025-11-08 20:38:21,M5,0.000000,0.000003,NORMAL
2025-11-08 20:38:23,M1,0.000016,0.000103,NORMAL
2025-11-08 20:38:23,M2,0.000000,0.000004,NORMAL
2025-11-08 20:38:23,M4,0.000006,0.000024,NORMAL
2025-11-08 20:38:23,M5,0.000000,0.000003,NORMAL
2025-11-08 20:38:25,M1,0.000016,0.000103,NORMAL
2025-11-08 20:38:25,M2,0.000000,0.000004,NORMAL
2025-11-08 20:38:25,M4,0.000006,0.000024,NORMAL
2025-11-08 20:38:25,M5,0.000000,0.000003,NORMAL
2025-11-08 20:38:28,M1,0.000016,0.000103,NORMAL
2025-11-08 20:38:28,M2,0.000000,0.000004,NORMAL
2025-11-08 20:38:28,M4,0.000006,0.000024,NORMAL
2025-11-08 20:38:28,M5,0.000000,0.000003,NORMAL
2025-11-08 20:38:30,M1,0.000016,0.000103,NORMAL
2025-11-08 20:38:30,M2,0.000000,0.000004,NORMAL
2025-11-08 20:38:30,M4,0.000006,0.000024,NORMAL
2025-11-08 20:38:30,M5,0.000000,0.000003,NORMAL
2025-11-08 20:38:32,M1,0.000016,0.000103,NORMAL
2025-11-08 20:38:32,M2,0.000000,0.000004,NORMAL
2025-11-08 20:38:32,M4,0.000006,0.000024,NORMAL
2025-11-08 20:38:32,M5,0.000000,0.000003,NORMAL
2025-11-08 20:38:35,M1,0.000016,0.000103,NORMAL
2025-11-08 20:38:35,M2,0.000000,0.000004,NORMAL
2025-11-08 20:38:35,M4,0.000006,0.000024,NORMAL
2025-11-08 20:38:35,M5,0.000000,0.000003,NORMAL
2025-11-08 20:38:37,M1,0.000016,0.000103,NORMAL
2025-11-08 20:38:37,M2,0.000000,0.000004,NORMAL
2025-11-08 20:38:37,M4,0.000006,0.000024,NORMAL
2025-11-08 20:38:37,M5,0.000000,0.000003,NORMAL
2025-11-08 20:38:39,M1,0.000016,0.000103,NORMAL
2025-11-08 20:38:39,M2,0.000000,0.000004,NORMAL
2025-11-08 20:38:39,M4,0.000006,0.000024,NORMAL
2025-11-08 20:38:40,M5,0.000000,0.000003,NORMAL
2025-11-08 20:38:42,M1,0.000016,0.000103,NORMAL
2025-11-08 20:38:42,M2,0.000000,0.000004,NORMAL
2025-11-08 20:38:42,M4,0.000006,0.000024,NORMAL
2025-11-08 20:38:42,M5,0.000000,0.000003,NORMAL
2025-11-08 20:38:44,M1,0.000016,0.000103,NORMAL
2025-11-08 20:38:44,M2,0.000000,0.000004,NORMAL
2025-11-08 20:38:44,M4,0.000006,0.000024,NORMAL
2025-11-08 20:38:44,M5,0.000000,0.000003,NORMAL
2025-11-08 20:38:46,M1,0.000016,0.000103,NORMAL
2025-11-08 20:38:46,M2,0.000000,0.000004,NORMAL
2025-11-08 20:38:47,M4,0.000006,0.000024,NORMAL
2025-11-08 20:38:47,M5,0.000000,0.000003,NORMAL
2025-11-08 20:38:49,M1,0.000016,0.000103,NORMAL
2025-11-08 20:38:49,M2,0.000000,0.000004,NORMAL
2025-11-08 20:38:49,M4,0.000006,0.000024,NORMAL
2025-11-08 20:38:49,M5,0.000000,0.000003,NORMAL
2025-11-08 20:38:51,M1,0.000016,0.000103,NORMAL
2025-11-08 20:38:51,M2,0.000000,0.000004,NORMAL
2025-11-08 20:38:51,M4,0.000006,0.000024,NORMAL
2025-11-08 20:38:51,M5,0.000000,0.000003,NORMAL
2025-11-08 20:38:53,M1,0.000016,0.000103,NORMAL
2025-11-08 20:38:54,M2,0.000000,0.000004,NORMAL
2025-11-08 20:38:54,M4,0.000006,0.000024,NORMAL
2025-11-08 20:38:54,M5,0.000000,0.000003,NORMAL
2025-11-08 20:38:56,M1,0.000016,0.000103,NORMAL
2025-11-08 20:38:56,M2,0.000000,0.000004,NORMAL
2025-11-08 20:38:56,M4,0.000006,0.000024,NORMAL
2025-11-08 20:38:56,M5,0.000000,0.000003,NORMAL
2025-11-08 20:38:58,M1,0.000016,0.000103,NORMAL
2025-11-08 20:38:58,M2,0.000000,0.000004,NORMAL
2025-11-08 20:38:58,M4,0.000006,0.000024,NORMAL
2025-11-08 20:38:58,M5,0.000000,0.000003,NORMAL
2025-11-08 20:39:00,M1,0.000016,0.000103,NORMAL
2025-11-08 20:39:00,M2,0.000000,0.000004,NORMAL
2025-11-08 20:39:01,M4,0.000006,0.000024,NORMAL
2025-11-08 20:39:01,M5,0.000000,0.000003,NORMAL
2025-11-08 20:39:03,M1,0.000016,0.000103,NORMAL
2025-11-08 20:39:03,M2,0.000000,0.000004,NORMAL
2025-11-08 20:39:03,M4,0.000006,0.000024,NORMAL
2025-11-08 20:39:03,M5,0.000000,0.000003,NORMAL
2025-11-08 20:39:05,M1,0.000016,0.000103,NORMAL
2025-11-08 20:39:05,M2,0.000000,0.000004,NORMAL
2025-11-08 20:39:05,M4,0.000006,0.000024,NORMAL
2025-11-08 20:39:05,M5,0.000000,0.000003,NORMAL
2025-11-08 20:39:07,M1,0.000016,0.000103,NORMAL
2025-11-08 20:39:07,M2,0.000000,0.000004,NORMAL
2025-11-08 20:39:08,M4,0.000006,0.000024,NORMAL
2025-11-08 20:39:08,M5,0.000000,0.000003,NORMAL
2025-11-08 20:39:10,M1,0.000016,0.000103,NORMAL
2025-11-08 20:39:10,M2,0.000000,0.000004,NORMAL
2025-11-08 20:39:10,M4,0.000006,0.000024,NORMAL
2025-11-08 20:39:10,M5,0.000000,0.000003,NORMAL
2025-11-08 20:39:12,M1,0.000016,0.000103,NORMAL
2025-11-08 20:39:12,M2,0.000000,0.000004,NORMAL
2025-11-08 20:39:12,M4,0.000006,0.000024,NORMAL
2025-11-08 20:39:12,M5,0.000000,0.000003,NORMAL
2025-11-08 20:39:14,M1,0.000016,0.000103,NORMAL
2025-11-08 20:39:14,M2,0.000000,0.000004,NORMAL
2025-11-08 20:39:15,M4,0.000006,0.000024,NORMAL
2025-11-08 20:39:15,M5,0.000000,0.000003,NORMAL
2025-11-08 20:39:17,M1,0.000016,0.000103,NORMAL
2025-11-08 20:39:17,M2,0.000000,0.000004,NORMAL
2025-11-08 20:39:17,M4,0.000006,0.000024,NORMAL
2025-11-08 20:39:17,M5,0.000000,0.000003,NORMAL
2025-11-08 20:39:19,M1,0.000016,0.000103,NORMAL
2025-11-08 20:39:19,M2,0.000000,0.000004,NORMAL
2025-11-08 20:39:19,M4,0.000006,0.000024,NORMAL
2025-11-08 20:39:19,M5,0.000000,0.000003,NORMAL
2025-11-08 20:39:21,M1,0.000016,0.000103,NORMAL
2025-11-08 20:39:21,M2,0.000000,0.000004,NORMAL
2025-11-08 20:39:22,M4,0.000006,0.000024,NORMAL
2025-11-08 20:39:22,M5,0.000000,0.000003,NORMAL
2025-11-08 20:39:24,M1,0.000016,0.000103,NORMAL
2025-11-08 20:39:24,M2,0.000000,0.000004,NORMAL
2025-11-08 20:39:24,M4,0.000006,0.000024,NORMAL
2025-11-08 20:39:24,M5,0.000000,0.000003,NORMAL
2025-11-08 20:39:26,M1,0.000016,0.000103,NORMAL
2025-11-08 20:39:26,M2,0.000000,0.000004,NORMAL
2025-11-08 20:39:26,M4,0.000006,0.000024,NORMAL
2025-11-08 20:39:26,M5,0.000000,0.000003,NORMAL
2025-11-08 20:39:28,M1,0.000016,0.000103,NORMAL
2025-11-08 20:39:28,M2,0.000000,0.000004,NORMAL
2025-11-08 20:39:28,M4,0.000006,0.000024,NORMAL
2025-11-08 20:39:29,M5,0.000000,0.000003,NORMAL
2025-11-08 20:39:31,M1,0.000016,0.000103,NORMAL
2025-11-08 20:39:31,M2,0.000000,0.000004,NORMAL
2025-11-08 20:39:31,M4,0.000006,0.000024,NORMAL
2025-11-08 20:39:31,M5,0.000000,0.000003,NORMAL
2025-11-08 20:39:33,M1,0.000016,0.000103,NORMAL
2025-11-08 20:39:33,M2,0.000000,0.000004,NORMAL
2025-11-08 20:39:33,M4,0.000006,0.000024,NORMAL
2025-11-08 20:39:33,M5,0.000000,0.000003,NORMAL
2025-11-08 20:39:35,M1,0.000016,0.000103,NORMAL
2025-11-08 20:39:35,M2,0.000000,0.000004,NORMAL
2025-11-08 20:39:36,M4,0.000006,0.000024,NORMAL
2025-11-08 20:39:36,M5,0.000000,0.000003,NORMAL
2025-11-08 20:39:38,M1,0.000016,0.000103,NORMAL
2025-11-08 20:39:38,M2,0.000000,0.000004,NORMAL
2025-11-08 20:39:38,M4,0.000006,0.000024,NORMAL
2025-11-08 20:39:38,M5,0.000000,0.000003,NORMAL
2025-11-08 20:39:40,M1,0.000016,0.000103,NORMAL
2025-11-08 20:39:40,M2,0.000000,0.000004,NORMAL
2025-11-08 20:39:40,M4,0.000006,0.000024,NORMAL
2025-11-08 20:39:40,M5,0.000000,0.000003,NORMAL
2025-11-08 20:39:42,M1,0.000016,0.000103,NORMAL
2025-11-08 20:39:42,M2,0.000000,0.000004,NORMAL
2025-11-08 20:39:43,M4,0.000006,0.000024,NORMAL
2025-11-08 20:39:43,M5,0.000000,0.000003,NORMAL
2025-11-08 20:39:45,M1,0.000016,0.000103,NORMAL
2025-11-08 20:39:45,M2,0.000000,0.000004,NORMAL
2025-11-08 20:39:45,M4,0.000006,0.000024,NORMAL
2025-11-08 20:39:45,M5,0.000000,0.000003,NORMAL
2025-11-08 20:39:47,M1,0.000016,0.000103,NORMAL
2025-11-08 20:39:47,M2,0.000000,0.000004,NORMAL
2025-11-08 20:39:47,M4,0.000006,0.000024,NORMAL
2025-11-08 20:39:47,M5,0.000000,0.000003,NORMAL
2025-11-08 20:39:49,M1,0.000016,0.000103,NORMAL
2025-11-08 20:39:49,M2,0.000000,0.000004,NORMAL
2025-11-08 20:39:50,M4,0.000006,0.000024,NORMAL
2025-11-08 20:39:50,M5,0.000000,0.000003,NORMAL
2025-11-08 20:39:52,M1,0.000016,0.000103,NORMAL
2025-11-08 20:39:52,M2,0.000000,0.000004,NORMAL
2025-11-08 20:39:52,M4,0.000006,0.000024,NORMAL
2025-11-08 20:39:52,M5,0.000000,0.000003,NORMAL
2025-11-08 20:39:54,M1,0.000016,0.000103,NORMAL
2025-11-08 20:39:54,M2,0.000000,0.000004,NORMAL
2025-11-08 20:39:54,M4,0.000006,0.000024,NORMAL
2025-11-08 20:39:54,M5,0.000000,0.000003,NORMAL
2025-11-08 20:39:56,M1,0.000016,0.000103,NORMAL
2025-11-08 20:39:56,M2,0.000000,0.000004,NORMAL
2025-11-08 20:39:56,M4,0.000006,0.000024,NORMAL
2025-11-08 20:39:57,M5,0.000000,0.000003,NORMAL
2025-11-08 20:39:59,M1,0.000016,0.000103,NORMAL
2025-11-08 20:39:59,M2,0.000000,0.000004,NORMAL
2025-11-08 20:39:59,M4,0.000006,0.000024,NORMAL
2025-11-08 20:39:59,M5,0.000000,0.000003,NORMAL
2025-11-08 20:40:01,M1,0.000016,0.000103,NORMAL
2025-11-08 20:40:01,M2,0.000000,0.000004,NORMAL
2025-11-08 20:40:01,M4,0.000006,0.000024,NORMAL
2025-11-08 20:40:01,M5,0.000000,0.000003,NORMAL
2025-11-08 20:40:03,M1,0.000016,0.000103,NORMAL
2025-11-08 20:40:03,M2,0.000000,0.000004,NORMAL
2025-11-08 20:40:03,M4,0.000006,0.000024,NORMAL
2025-11-08 20:40:04,M5,0.000000,0.000003,NORMAL
2025-11-08 20:40:06,M1,0.000016,0.000103,NORMAL
2025-11-08 20:40:06,M2,0.000000,0.000004,NORMAL
2025-11-08 20:40:06,M4,0.000006,0.000024,NORMAL
2025-11-08 20:40:06,M5,0.000000,0.000003,NORMAL
2025-11-08 20:40:08,M1,0.000016,0.000103,NORMAL
2025-11-08 20:40:08,M2,0.000000,0.000004,NORMAL
2025-11-08 20:40:08,M4,0.000006,0.000024,NORMAL
2025-11-08 20:40:08,M5,0.000000,0.000003,NORMAL
2025-11-08 20:40:10,M1,0.000016,0.000103,NORMAL
2025-11-08 20:40:10,M2,0.000000,0.000004,NORMAL
2025-11-08 20:40:10,M4,0.000006,0.000024,NORMAL
2025-11-08 20:40:11,M5,0.000000,0.000003,NORMAL
2025-11-08 20:40:13,M1,0.000016,0.000103,NORMAL
2025-11-08 20:40:13,M2,0.000000,0.000004,NORMAL
2025-11-08 20:40:13,M4,0.000006,0.000024,NORMAL
2025-11-08 20:40:13,M5,0.000000,0.000003,NORMAL
2025-11-08 20:40:15,M1,0.000016,0.000103,NORMAL
2025-11-08 20:40:15,M2,0.000000,0.000004,NORMAL
2025-11-08 20:40:15,M4,0.000006,0.000024,NORMAL
2025-11-08 20:40:15,M5,0.000000,0.000003,NORMAL
2025-11-08 20:40:17,M1,0.000016,0.000103,NORMAL
2025-11-08 20:40:17,M2,0.000000,0.000004,NORMAL
2025-11-08 20:40:17,M4,0.000006,0.000024,NORMAL
2025-11-08 20:40:18,M5,0.000000,0.000003,NORMAL
2025-11-08 20:40:20,M1,0.000016,0.000103,NORMAL
2025-11-08 20:40:20,M2,0.000000,0.000004,NORMAL
2025-11-08 20:40:20,M4,0.000006,0.000024,NORMAL
2025-11-08 20:40:20,M5,0.000000,0.000003,NORMAL
2025-11-08 20:40:22,M1,0.000016,0.000103,NORMAL
2025-11-08 20:40:22,M2,0.000000,0.000004,NORMAL
2025-11-08 20:40:22,M4,0.000006,0.000024,NORMAL
2025-11-08 20:40:22,M5,0.000000,0.000003,NORMAL
2025-11-08 20:40:24,M1,0.000016,0.000103,NORMAL
2025-11-08 20:40:24,M2,0.000000,0.000004,NORMAL
2025-11-08 20:40:24,M4,0.000006,0.000024,NORMAL
2025-11-08 20:40:24,M5,0.000000,0.000003,NORMAL
2025-11-08 20:40:27,M1,0.000016,0.000103,NORMAL
2025-11-08 20:40:27,M2,0.000000,0.000004,NORMAL
2025-11-08 20:40:27,M4,0.000006,0.000024,NORMAL
2025-11-08 20:40:27,M5,0.000000,0.000003,NORMAL
2025-11-08 20:40:29,M1,0.000016,0.000103,NORMAL
2025-11-08 20:40:29,M2,0.000000,0.000004,NORMAL
2025-11-08 20:40:29,M4,0.000006,0.000024,NORMAL
2025-11-08 20:40:29,M5,0.000000,0.000003,NORMAL
2025-11-08 20:40:31,M1,0.000016,0.000103,NORMAL
2025-11-08 20:40:31,M2,0.000000,0.000004,NORMAL
2025-11-08 20:40:31,M4,0.000006,0.000024,NORMAL
2025-11-08 20:40:31,M5,0.000000,0.000003,NORMAL
2025-11-08 20:40:34,M1,0.000016,0.000103,NORMAL
2025-11-08 20:40:34,M2,0.000000,0.000004,NORMAL
2025-11-08 20:40:34,M4,0.000006,0.000024,NORMAL
2025-11-08 20:40:34,M5,0.000000,0.000003,NORMAL
2025-11-08 20:40:36,M1,0.000016,0.000103,NORMAL
2025-11-08 20:40:36,M2,0.000000,0.000004,NORMAL
2025-11-08 20:40:36,M4,0.000006,0.000024,NORMAL
2025-11-08 20:40:36,M5,0.000000,0.000003,NORMAL
2025-11-08 20:40:38,M1,0.000016,0.000103,NORMAL
2025-11-08 20:40:38,M2,0.000000,0.000004,NORMAL
2025-11-08 20:40:38,M4,0.000006,0.000024,NORMAL
2025-11-08 20:40:38,M5,0.000000,0.000003,NORMAL
2025-11-08 20:40:41,M1,0.000016,0.000103,NORMAL
2025-11-08 20:40:41,M2,0.000000,0.000004,NORMAL
2025-11-08 20:40:41,M4,0.000006,0.000024,NORMAL
2025-11-08 20:40:41,M5,0.000000,0.000003,NORMAL
2025-11-08 20:40:43,M1,0.000016,0.000103,NORMAL
2025-11-08 20:40:43,M2,0.000000,0.000004,NORMAL
2025-11-08 20:40:43,M4,0.000006,0.000024,NORMAL
2025-11-08 20:40:43,M5,0.000000,0.000003,NORMAL
2025-11-08 20:40:45,M1,0.000016,0.000103,NORMAL
2025-11-08 20:40:45,M2,0.000000,0.000004,NORMAL
2025-11-08 20:40:45,M4,0.000006,0.000024,NORMAL
2025-11-08 20:40:46,M5,0.000000,0.000003,NORMAL
2025-11-08 20:40:48,M1,0.000016,0.000103,NORMAL
2025-11-08 20:40:48,M2,0.000000,0.000004,NORMAL
2025-11-08 20:40:48,M4,0.000006,0.000024,NORMAL
2025-11-08 20:40:48,M5,0.000000,0.000003,NORMAL
2025-11-08 20:40:50,M1,0.000016,0.000103,NORMAL
2025-11-08 20:40:50,M2,0.000000,0.000004,NORMAL
2025-11-08 20:40:50,M4,0.000006,0.000024,NORMAL
2025-11-08 20:40:50,M5,0.000000,0.000003,NORMAL
2025-11-08 20:40:52,M1,0.000016,0.000103,NORMAL
2025-11-08 20:40:52,M2,0.000000,0.000004,NORMAL
2025-11-08 20:40:52,M4,0.000006,0.000024,NORMAL
2025-11-08 20:40:53,M5,0.000000,0.000003,NORMAL
2025-11-08 20:40:55,M1,0.000016,0.000103,NORMAL
2025-11-08 20:40:55,M2,0.000000,0.000004,NORMAL
2025-11-08 20:40:55,M4,0.000006,0.000024,NORMAL
2025-11-08 20:40:55,M5,0.000000,0.000003,NORMAL
2025-11-08 20:40:57,M1,0.000016,0.000103,NORMAL
2025-11-08 20:40:57,M2,0.000000,0.000004,NORMAL
2025-11-08 20:40:57,M4,0.000006,0.000024,NORMAL
2025-11-08 20:40:57,M5,0.000000,0.000003,NORMAL
2025-11-08 20:40:59,M1,0.000016,0.000103,NORMAL
2025-11-08 20:40:59,M2,0.000000,0.000004,NORMAL
2025-11-08 20:40:59,M4,0.000006,0.000024,NORMAL
2025-11-08 20:41:00,M5,0.000000,0.000003,NORMAL
2025-11-08 20:41:02,M1,0.000016,0.000103,NORMAL
2025-11-08 20:41:02,M2,0.000000,0.000004,NORMAL
2025-11-08 20:41:02,M4,0.000006,0.000024,NORMAL
2025-11-08 20:41:02,M5,0.000000,0.000003,NORMAL
2025-11-08 20:41:04,M1,0.000016,0.000103,NORMAL
2025-11-08 20:41:04,M2,0.000000,0.000004,NORMAL
2025-11-08 20:41:04,M4,0.000006,0.000024,NORMAL
2025-11-08 20:41:04,M5,0.000000,0.000003,NORMAL
2025-11-08 20:41:06,M1,0.000016,0.000103,NORMAL
2025-11-08 20:41:06,M2,0.000000,0.000004,NORMAL
2025-11-08 20:41:07,M4,0.000006,0.000024,NORMAL
2025-11-08 20:41:07,M5,0.000000,0.000003,NORMAL
2025-11-08 20:41:09,M1,0.000016,0.000103,NORMAL
2025-11-08 20:41:09,M2,0.000000,0.000004,NORMAL
2025-11-08 20:41:09,M4,0.000006,0.000024,NORMAL
2025-11-08 20:41:09,M5,0.000000,0.000003,NORMAL
2025-11-08 20:41:11,M1,0.000016,0.000103,NORMAL
2025-11-08 20:41:11,M2,0.000000,0.000004,NORMAL
2025-11-08 20:41:12,M4,0.000006,0.000024,NORMAL
2025-11-08 20:41:12,M5,0.000000,0.000003,NORMAL
2025-11-08 20:41:14,M1,0.000016,0.000103,NORMAL
2025-11-08 20:41:14,M2,0.000000,0.000004,NORMAL
2025-11-08 20:41:14,M4,0.000006,0.000024,NORMAL
2025-11-08 20:41:14,M5,0.000000,0.000003,NORMAL
2025-11-08 20:41:16,M1,0.000016,0.000103,NORMAL
2025-11-08 20:41:16,M2,0.000000,0.000004,NORMAL
2025-11-08 20:41:16,M4,0.000006,0.000024,NORMAL
2025-11-08 20:41:17,M5,0.000000,0.000003,NORMAL
2025-11-08 20:41:19,M1,0.000016,0.000103,NORMAL
2025-11-08 20:41:19,M2,0.000000,0.000004,NORMAL
2025-11-08 20:41:19,M4,0.000006,0.000024,NORMAL
2025-11-08 20:41:19,M5,0.000000,0.000003,NORMAL
2025-11-08 20:41:21,M1,0.000016,0.000103,NORMAL
2025-11-08 20:41:21,M2,0.000000,0.000004,NORMAL
2025-11-08 20:41:21,M4,0.000006,0.000024,NORMAL
2025-11-08 20:41:22,M5,0.000000,0.000003,NORMAL
2025-11-08 20:41:24,M1,0.000016,0.000103,NORMAL
2025-11-08 20:41:24,M2,0.000000,0.000004,NORMAL
2025-11-08 20:41:24,M4,0.000006,0.000024,NORMAL
2025-11-08 20:41:24,M5,0.000000,0.000003,NORMAL
2025-11-08 20:41:26,M1,0.000016,0.000103,NORMAL
2025-11-08 20:41:26,M2,0.000000,0.000004,NORMAL
2025-11-08 20:41:26,M4,0.000006,0.000024,NORMAL
2025-11-08 20:41:27,M5,0.000000,0.000003,NORMAL
2025-11-08 20:41:29,M1,0.000016,0.000103,NORMAL
2025-11-08 20:41:29,M2,0.000000,0.000004,NORMAL
2025-11-08 20:41:29,M4,0.000006,0.000024,NORMAL
2025-11-08 20:41:29,M5,0.000000,0.000003,NORMAL
2025-11-08 20:41:31,M1,0.000016,0.000103,NORMAL
2025-11-08 20:41:31,M2,0.000000,0.000004,NORMAL
2025-11-08 20:41:31,M4,0.000006,0.000024,NORMAL
2025-11-08 20:41:31,M5,0.000000,0.000003,NORMAL
2025-11-08 20:41:34,M1,0.000016,0.000103,NORMAL
2025-11-08 20:41:34,M2,0.000000,0.000004,NORMAL
2025-11-08 20:41:34,M4,0.000006,0.000024,NORMAL
2025-11-08 20:41:34,M5,0.000000,0.000003,NORMAL
2025-11-08 20:41:36,M1,0.000016,0.000103,NORMAL
2025-11-08 20:41:36,M2,0.000000,0.000004,NORMAL
2025-11-08 20:41:36,M4,0.000006,0.000024,NORMAL
2025-11-08 20:41:36,M5,0.000000,0.000003,NORMAL
2025-11-08 20:41:38,M1,0.000016,0.000103,NORMAL
2025-11-08 20:41:38,M2,0.000000,0.000004,NORMAL
2025-11-08 20:41:39,M4,0.000006,0.000024,NORMAL
2025-11-08 20:41:39,M5,0.000000,0.000003,NORMAL
2025-11-08 20:41:41,M1,0.000016,0.000103,NORMAL
2025-11-08 20:41:41,M2,0.000000,0.000004,NORMAL
2025-11-08 20:41:41,M4,0.000006,0.000024,NORMAL
2025-11-08 20:41:41,M5,0.000000,0.000003,NORMAL
2025-11-08 20:41:43,M1,0.000016,0.000103,NORMAL
2025-11-08 20:41:43,M2,0.000000,0.000004,NORMAL
2025-11-08 20:41:43,M4,0.000006,0.000024,NORMAL
2025-11-08 20:41:44,M5,0.000000,0.000003,NORMAL
2025-11-08 20:41:46,M1,0.000016,0.000103,NORMAL
2025-11-08 20:41:46,M2,0.000000,0.000004,NORMAL
2025-11-08 20:41:46,M4,0.000006,0.000024,NORMAL
2025-11-08 20:41:46,M5,0.000000,0.000003,NORMAL
2025-11-08 20:41:48,M1,0.000016,0.000103,NORMAL
2025-11-08 20:41:48,M2,0.000000,0.000004,NORMAL
2025-11-08 20:41:48,M4,0.000006,0.000024,NORMAL
2025-11-08 20:41:48,M5,0.000000,0.000003,NORMAL
2025-11-08 20:41:51,M1,0.000016,0.000103,NORMAL
2025-11-08 20:41:51,M2,0.000000,0.000004,NORMAL
2025-11-08 20:41:51,M4,0.000006,0.000024,NORMAL
2025-11-08 20:41:51,M5,0.000000,0.000003,NORMAL
2025-11-08 20:41:53,M1,0.000016,0.000103,NORMAL
2025-11-08 20:41:53,M2,0.000000,0.000004,NORMAL
2025-11-08 20:41:53,M4,0.000006,0.000024,NORMAL
2025-11-08 20:41:53,M5,0.000000,0.000003,NORMAL
2025-11-08 20:41:55,M1,0.000016,0.000103,NORMAL
2025-11-08 20:41:55,M2,0.000000,0.000004,NORMAL
2025-11-08 20:41:56,M4,0.000006,0.000024,NORMAL
2025-11-08 20:41:56,M5,0.000000,0.000003,NORMAL
2025-11-08 20:41:58,M1,0.000016,0.000103,NORMAL
2025-11-08 20:41:58,M2,0.000000,0.000004,NORMAL
2025-11-08 20:41:58,M4,0.000006,0.000024,NORMAL
2025-11-08 20:41:58,M5,0.000000,0.000003,NORMAL
2025-11-08 20:42:00,M1,0.000016,0.000103,NORMAL
2025-11-08 20:42:00,M2,0.000000,0.000004,NORMAL
2025-11-08 20:42:00,M4,0.000006,0.000024,NORMAL
2025-11-08 20:42:00,M5,0.000000,0.000003,NORMAL
2025-11-08 20:42:03,M1,0.000016,0.000103,NORMAL
2025-11-08 20:42:03,M2,0.000000,0.000004,NORMAL
2025-11-08 20:42:03,M4,0.000006,0.000024,NORMAL
2025-11-08 20:42:03,M5,0.000000,0.000003,NORMAL
2025-11-08 20:42:05,M1,0.000016,0.000103,NORMAL
2025-11-08 20:42:05,M2,0.000000,0.000004,NORMAL
2025-11-08 20:42:05,M4,0.000006,0.000024,NORMAL
2025-11-08 20:42:05,M5,0.000000,0.000003,NORMAL
2025-11-08 20:42:07,M1,0.000016,0.000103,NORMAL
2025-11-08 20:42:08,M2,0.000000,0.000004,NORMAL
2025-11-08 20:42:08,M4,0.000006,0.000024,NORMAL
2025-11-08 20:42:08,M5,0.000000,0.000003,NORMAL
2025-11-08 20:42:10,M1,0.000016,0.000103,NORMAL
2025-11-08 20:42:10,M2,0.000000,0.000004,NORMAL
2025-11-08 20:42:10,M4,0.000006,0.000024,NORMAL
2025-11-08 20:42:10,M5,0.000000,0.000003,NORMAL
2025-11-08 20:42:12,M1,0.000016,0.000103,NORMAL
2025-11-08 20:42:12,M2,0.000000,0.000004,NORMAL
